MI_PRINX,COMPKEY,Comp Type,Pipe Unit ID,From Pit ID,To Pit ID,Num Parallel Lines,Unit Type,Unit Type Description,Description,Catchment,Sub Catchment,Ownership,Custodian,Pipe Type,Diameter,Pipe Length,Pipe Height,Average Depth,Up Invert Elevation,Down Invert Elevation,Grade,Pipe Shape,Material,Shape__Length,Last Refresh Date
100,10792,31,WcmWill5066ML,WcmWill0303MH,WcmWill0680ND,1,ML,Main Line,Main Line from WcmWill0303MH to WcmWill0680ND,East,WcmWill,COP,SPM,RC,150,0.94,0,0,12.19,0,0, ,RC,1.11096231145122,6/27/2025 7:01:38 PM
101,10793,31,WcmWill5067ML,WcmWill0336MH,WcmWill0310MH,1,ML,Main Line,Main Line from WcmWill0336MH to WcmWill0310MH,EAST,WcmWill,COP,SPM,RC,700,74.87,0,0,3.21,2.09,66.77, ,RC,88.2457090781292,6/27/2025 7:01:38 PM
102,10794,31,WcmWill5068ML,WcmWill0513ND,WcmWill0219MH,1,ML,Main Line,Main Line from WcmWill0513ND to WcmWill0219MH,East,WcmWill,COP,SPM,EW,375,19.38,0,0,0,1.99,0, ,EW,22.8415778869236,6/27/2025 7:01:38 PM
103,10795,31,WcmWill5069ML,WcmWill0515ND,WcmWill0681ND,1,ML,Main Line,Main Line from WcmWill0515ND to WcmWill0681ND,East,WcmWill,COP,SPM,PVC,150,19.98,0,0,0,0,0, ,PVC,23.5496272829926,6/27/2025 7:01:38 PM
104,10796,31,WcmWill5070ML,WcmWill0028GP,WcmWill0336MH,1,ML,Main Line,Main Line from WcmWill0028GP to WcmWill0336MH,East,WcmWill,COP,SPM,RC,225,15.13,0,0,0,4.52,0, ,RC,17.8314694264388,6/27/2025 7:01:38 PM
105,10797,31,WcmWill5071ML,WcmWill0334MH,WcmWill0336MH,1,ML,Main Line,Main Line from WcmWill0334MH to WcmWill0336MH,East,WcmWill,COP,SPM,RC,600,46.74,0,0,4.1,3.26,55.77, ,RC,55.275214739814,6/27/2025 7:01:38 PM
106,10798,31,WcmWill5072ML,WcmWill0843GP,WcmWill0682ND,1,ML,Main Line,Main Line from WcmWill0843GP to WcmWill0682ND,East,WcmWill,COP,SPM,RC,225,2.57,0,0,0,0,0, ,RC,3.03124071168265,6/27/2025 7:01:38 PM
107,10799,31,WcmWill5073ML,WcmWill0335MH,WcmWill0334MH,1,ML,Main Line,Main Line from WcmWill0335MH to WcmWill0334MH,East,WcmWill,COP,SPM,RC,600,3.54,0,0,5.73,5.59,25.29, ,RC,4.18000940249262,6/27/2025 7:01:38 PM
108,10800,31,WcmWill5074ML,WcmWill0275MH,WcmWill0334MH,1,ML,Main Line,Main Line from WcmWill0275MH to WcmWill0334MH,East,WcmWill,COP,SPM,RC,225,20.06,0,0,4.94,4.64,67.03, ,RC,23.728692321673,6/27/2025 7:01:38 PM
109,10801,31,WcmWill5075ML,WcmWill0034GP,WcmWill0272MH,1,ML,Main Line,Main Line from WcmWill0034GP to WcmWill0272MH,East,WcmWill,COP,SPM,RC,225,12.06,0,0,0,8.26,0, ,RC,14.2463110821573,6/27/2025 7:01:38 PM
110,10802,31,WcmWill5076ML,WcmWill0272MH,WcmWill0278MH,1,ML,Main Line,Main Line from WcmWill0272MH to WcmWill0278MHRelined 31/03/2019 - 55mm Spiral Wound Liner,EAST,WcmWill,COP,SPM,EW,225,28.02,0,0,8.21,7.59,45.32, ,EW,33.1416174349716,6/27/2025 7:01:38 PM
111,10804,31,WcmWill5078ML,WcmWill0033GP,WcmWill0355MH,1,ML,Main Line,Main Line from WcmWill0033GP to WcmWill0355MH,East,WcmWill,COP,SPM,EW,225,2.8,0,0,8.71,8.65,46.83, ,EW,3.3073972985057,6/27/2025 7:01:38 PM
112,10805,31,WcmWill5079ML,WcmWill0036GP,WcmWill0278MH,1,ML,Main Line,Main Line from WcmWill0036GP to WcmWill0278MH,East,WcmWill,COP,SPM,EW,225,5.15,0,0,0,7.93,0, ,EW,6.06788671278141,6/27/2025 7:01:38 PM
113,10807,31,WcmWill5081ML,WcmWill0360MH,WcmWill0361MH,1,ML,Main Line,Main Line from WcmWill0360MH to WcmWill0361MH,East,WcmWill,COP,SPM,PVC,150,31.52,0,0,1.81,1.8,3148, ,PVC,37.145869998877,6/27/2025 7:01:38 PM
114,10808,31,WcmWill5082ML,WcmWill0038GP,WcmWill0360MH,1,ML,Main Line,Main Line from WcmWill0038GP to WcmWill0360MH,East,WcmWill,COP,SPM,PVC,150,9.6,0,0,2.26,1.91,27.43, ,PVC,11.3214560254755,6/27/2025 7:01:38 PM
115,10809,31,WcmWill5083ML,WcmWill0037GP,WcmWill0362MH,1,ML,Main Line,Main Line from WcmWill0037GP to WcmWill0362MH,East,WcmWill,COP,SPM,PVC,150,20.83,0,0,0,1.97,0, ,PVC,24.5474473674425,6/27/2025 7:01:38 PM
116,10810,31,WcmWill5084ML,WcmWill0039GP,WcmWill0357MH,1,ML,Main Line,Main Line from WcmWill0039GP to WcmWill0357MH,East,WcmWill,COP,SPM,EW,150,4.8,0,0,0,3.13,0, ,EW,5.66038569077785,6/27/2025 7:01:38 PM
117,10811,31,WcmWill5085ML,WcmWill0219MH,WcmWill0215MH,1,ML,Main Line,Main Line from WcmWill0219MH to WcmWill0215MH,East,WcmWill,COP,SPM,RC,525,48,0,0,1.94,1.55,122.92, ,RC,56.5730494298535,6/27/2025 7:01:38 PM
118,10812,31,WcmWill5086ML,WcmWill0310MH,WcmWill0311MH,1,ML,Main Line,Main Line from WcmWill0310MH to WcmWill0311MH,East,WcmWill,COP,SPM,EW,750,38.34,0,0,2,1.55,85.11, ,EW,45.1873816778652,6/27/2025 7:01:38 PM
119,10813,31,WcmWill5087ML,WcmWill0030GP,WcmWill0685ND,1,ML,Main Line,Main Line from WcmWill0030GP to WcmWill0685ND,East,WcmWill,COP,SPM,RC,225,13.06,0,0,3.06,0,0, ,RC,15.4377082379031,6/27/2025 7:01:38 PM
120,10814,31,WcmWill5088ML,WcmWill0217MH,WcmWill0216MH,1,ML,Main Line,Main Line from WcmWill0217MH to WcmWill0216MHRelined 31/03/2019 - 55mm Spiral Wound Liner,EAST,WcmWill,COP,SPM,EW,225,28.86,0,0,4.61,2.34,12.74, ,EW,34.1339046077192,6/27/2025 7:01:38 PM
121,10815,31,WcmWill5089ML,WcmWill0278MH,WcmWill0218MH,1,ML,Main Line,Main Line from WcmWill0278MH to WcmWill0218MHRelined 31/03/2019 - 55mm Spiral Wound Liner,EAST,WcmWill,COP,SPM,EW,225,31.48,0,0,5.81,5.15,47.79, ,EW,37.2271028943231,6/27/2025 7:01:38 PM
122,10816,31,WcmWill5090ML,WcmWill0218MH,WcmWill0217MH,1,ML,Main Line,Main Line from WcmWill0218MH to WcmWill0217MHRelined 31/03/2019 - 55mm Spiral Wound Liner,EAST,WcmWill,COP,SPM,EW,225,1.79,0,0,5.04,4.97,25.86, ,EW,2.12322359901972,6/27/2025 7:01:38 PM
123,10817,31,WcmWill5091ML,WcmWill0525ND,WcmWill0358MH,1,ML,Main Line,Main Line from WcmWill0525ND to WcmWill0358MH,East,WcmWill,COP,SPM,PVC,225,4.25,0,0,0,4.65,0, ,PVC,5.02584041567207,6/27/2025 7:01:38 PM
124,10818,31,WcmWill5092ML,WcmWill0032GP,WcmWill0397MH,1,ML,Main Line,Main Line from WcmWill0032GP to WcmWill0397MH,East,WcmWill,COP,SPM,EW,225,3.88,0,0,0,0,0, ,EW,4.586387341422,6/27/2025 7:01:38 PM
125,10819,31,WcmWill5093ML,WcmWill0397MH,WcmWill0686ND,1,ML,Main Line,Main Line from WcmWill0397MH to WcmWill0686ND,East,WcmWill,COP,SPM,EW,225,25.59,0,0,0,0,0, ,EW,30.173604513423,6/27/2025 7:01:38 PM
126,10820,31,WcmWill5094ML,WcmWill0358MH,WcmWill0687ND,1,ML,Main Line,Main Line from WcmWill0358MH to WcmWill0687ND,East,WcmWill,COP,SPM,PVC,150,12.1,0,0,0,0,0, ,PVC,14.314617903162,6/27/2025 7:01:38 PM
127,10821,31,WcmWill5095ML,WcmWill0041GP,WcmWill0688ND,1,ML,Main Line,Main Line from WcmWill0041GP to WcmWill0688ND,East,WcmWill,COP,SPM,RC,225,13.35,0,0,2.12,0,0, ,RC,15.8041600828413,6/27/2025 7:01:38 PM
128,10822,31,WcmWill5096ML,WcmWill0184SE,WcmWill0359MH,1,ML,Main Line,Main Line from WcmWill0184SE to WcmWill0359MH,East,WcmWill,COP,SPM,RC,225,29.01,0,0,1.9,1.82,363.5, ,RC,34.3114064966895,6/27/2025 7:01:38 PM
129,10823,31,WcmWill5097ML,WcmWill0361MH,WcmWill0184SE,1,ML,Main Line,Main Line from WcmWill0361MH to WcmWill0184SE,East,WcmWill,COP,SPM,PVC,150,9.32,0,0,1.92,1.74,51.78, ,PVC,10.9992976611927,6/27/2025 7:01:38 PM
130,10824,31,WcmWill5098ML,WcmWill0031GP,WcmWill0216MH,1,ML,Main Line,Main Line from WcmWill0031GP to WcmWill0216MH,East,WcmWill,COP,SPM,EW,225,3.12,0,0,3.01,2.84,18.29, ,EW,3.68815741633266,6/27/2025 7:01:38 PM
131,10825,31,WcmWill5099ML,WcmWill0216MH,WcmWill0311MH,1,ML,Main Line,Main Line from WcmWill0216MH to WcmWill0311MH,East,WcmWill,COP,SPM,RC,300,9.16,0,0,2.09,1.94,61.2, ,RC,10.8293096995028,6/27/2025 7:01:38 PM
132,10826,31,WcmWill5100ML,WcmWill0311MH,WcmWill0312MH,1,ML,Main Line,Main Line from WcmWill0311MH to WcmWill0312MH,East,WcmWill,COP,SPM,EW,900,40.54,0,0,1.36,1.17,213.05, ,EW,47.7752577844864,6/27/2025 7:01:38 PM
133,10828,31,WcmWill5102ML,WcmWill0840SE,WcmWill0692ND,1,ML,Main Line,Main Line from WcmWill0840SE to WcmWill0692ND,East,WcmWill,COP,SPM,RC,225,2.35,0,0,1.83,0,0, ,RC,2.77124756369147,6/27/2025 7:01:38 PM
134,10829,31,WcmWill5103ML,WcmWill0221MH,WcmWill0220MH,1,ML,Main Line,Main Line from WcmWill0221MH to WcmWill0220MH,East,WcmWill,COP,SPM,RC,225,7.33,0,0,1.59,1.56,245.33, ,RC,8.66837301286994,6/27/2025 7:01:38 PM
135,10830,31,WcmWill5104ML,WcmWill0220MH,WcmWill0694ND,1,ML,Main Line,Main Line from WcmWill0220MH to WcmWill0694ND,East,WcmWill,COP,SPM,RC,225,11.29,0,0,1.44,0,0, ,RC,13.3538959521446,6/27/2025 7:01:38 PM
136,10831,31,WcmWill5105ML,WcmWill0312MH,WcmWill0344MH,1,ML,Main Line,Main Line from WcmWill0312MH to WcmWill0344MH,East,WcmWill,COP,SPM,EW,900,65.26,0,0,1.15,0.79,181.08, ,EW,76.9172980087373,6/27/2025 7:01:38 PM
137,10832,31,WcmWill5106ML,WcmWill0215MH,WcmWill0344MH,1,ML,Main Line,Main Line from WcmWill0215MH to WcmWill0344MH,East,WcmWill,COP,SPM,RC,525,105.7,0,0,1.55,1.09,229.57, ,RC,124.588273551573,6/27/2025 7:01:38 PM
138,10833,31,WcmWill5107LL,WcmWill0871MH,WcmWill0869MH,1,LL,Lateral Line,Lateral Line from WcmWill0871MH to WcmWill0869MH,EAST,WcmWill,COP,SPM,RC,225,4.97,0,0,0,0,0, ,RC,5.86289088629557,6/27/2025 7:01:38 PM
139,10834,31,WcmWill5108ML,WcmWill0043GP,WcmWill0698ND,1,ML,Main Line,Main Line from WcmWill0043GP to WcmWill0698ND,East,WcmWill,COP,SPM,PVC,150,4.14,0,0,0,0,0, ,PVC,4.89338367367919,6/27/2025 7:01:38 PM
140,10836,31,WcmWill5110ML,WcmWill0879ND,WcmWill0222MH,1,ML,Main Line,Main Line from WcmWill0344MH to WcmWill0879ND,East,WcmWill,COP,SPM,RC,675,28.07,0,0,0.95,0.81,198, ,RC,33.0812526779047,6/27/2025 7:01:38 PM
141,10838,31,WcmWill5112ML,WcmWill0540ND,WcmWill0400MH,1,ML,Main Line,Main Line from WcmWill0540ND to WcmWill0400MH,East,WcmWill,COP,SPM,PVC,150,20.86,0,0,0,0,0, ,PVC,24.58732557565,6/27/2025 7:01:38 PM
142,10840,31,WcmWill5114ML,WcmWill0049GP,WcmWill0705ND,1,ML,Main Line,Main Line from WcmWill0049GP to WcmWill0705ND,East,WcmWill,COP,SPM,RC,225,4.86,0,0,1.63,0,0, ,RC,5.74819729552752,6/27/2025 7:01:38 PM
143,10841,31,WcmWill5115ML,WcmWill0398MH,WcmWill0399MH,1,ML,Main Line,Main Line from WcmWill0398MH to WcmWill0399MH,East,WcmWill,COP,SPM,PVC,150,1.45,0,0,0,0,0, ,PVC,1.713970176068,6/27/2025 7:01:38 PM
144,10842,31,WcmWill5116ML,WcmWill0546ND,WcmWill0398MH,1,ML,Main Line,Main Line from WcmWill0546ND to WcmWill0398MH,East,WcmWill,COP,SPM,PVC,150,1.47,0,0,0,0,0, ,PVC,1.73805432821101,6/27/2025 7:01:38 PM
145,10843,31,WcmWill5117ML,WcmWill0052GP,WcmWill0363MH,1,ML,Main Line,Main Line from WcmWill0052GP to WcmWill0363MH,West,WcmWill,COP,SPM,RC,225,8.87,0,0,1.38,1.07,28.68, ,RC,10.4831210699599,6/27/2025 7:01:38 PM
146,10844,31,WcmWill5118ML,WcmWill0051GP,WcmWill0363MH,1,ML,Main Line,Main Line from WcmWill0051GP to WcmWill0363MH,West,WcmWill,COP,SPM,RC,225,7.66,0,0,1.2,0.89,24.68, ,RC,9.02423160159085,6/27/2025 7:01:38 PM
147,10845,31,WcmWill5119ML,WcmWill0366MH,WcmWill0367MH,1,ML,Main Line,Main Line from WcmWill0366MH to WcmWill0367MH,West,WcmWill,COP,SPM,RC,600,5.28,0,0,0.12,0.06,88.17, ,RC,6.24660103756994,6/27/2025 7:01:38 PM
148,10846,31,WcmWill5120ML,WcmWill0364MH,WcmWill0366MH,1,ML,Main Line,Main Line from WcmWill0364MH to WcmWill0366MH,West,WcmWill,COP,SPM,RC,750,27.17,0,0,0.09,0.06,907, ,RC,32.0962452741363,6/27/2025 7:01:38 PM
149,10847,31,WcmWill5121ML,WcmWill0225MH,WcmWill0367MH,1,ML,Main Line,Main Line from WcmWill0225MH to WcmWill0367MH,West,WcmWill,COP,SPM,RC,600,23.37,0,0,0.12,0.06,390.17, ,RC,27.6093355949486,6/27/2025 7:01:38 PM
150,10848,31,WcmWill5122ML,WcmWill0363MH,WcmWill0225MH,1,ML,Main Line,Main Line from WcmWill0363MH to WcmWill0225MH,West,WcmWill,COP,SPM,RC,600,8.29,0,0,0.2,0.2,0, ,RC,9.79854263585014,6/27/2025 7:01:38 PM
151,10849,31,WcmWill5123ML,WcmWill0368MH,WcmWill0365MH,1,ML,Main Line,Main Line from WcmWill0368MH to WcmWill0365MH,West,WcmWill,COP,SPM,EW,225,28.99,0,0,0.76,0.62,207.43, ,EW,34.2644438539619,6/27/2025 7:01:38 PM
152,10850,31,WcmWill5124ML,WcmWill0056GP,WcmWill0369MH,1,ML,Main Line,Main Line from WcmWill0056GP to WcmWill0369MH,West,WcmWill,COP,SPM,EW,225,3.46,0,0,1.19,1.06,26.69, ,EW,4.08400794695641,6/27/2025 7:01:38 PM
153,10851,31,WcmWill5125ML,WcmWill0223MH,WcmWill0365MH,1,ML,Main Line,Main Line from WcmWill0223MH to WcmWill0365MH,West,WcmWill,COP,SPM,RC,375,18.69,0,0,0.75,0.67,234, ,RC,22.1051825147724,6/27/2025 7:01:38 PM
154,10852,31,WcmWill5126ML,WcmWill0224MH,WcmWill0223MH,1,ML,Main Line,Main Line from WcmWill0224MH to WcmWill0223MH,West,WcmWill,COP,SPM,RC,375,6.01,0,0,0.64,0.57,86.29, ,RC,7.10934895698837,6/27/2025 7:01:38 PM
155,10853,31,WcmWill5127ML,WcmWill0228MH,WcmWill0365MH,1,ML,Main Line,Main Line from WcmWill0228MH to WcmWill0365MH,West,WcmWill,COP,SPM,RC,375,27.17,0,0,0.67,0.63,680, ,RC,32.0928418056551,6/27/2025 7:01:38 PM
156,10854,31,WcmWill5128ML,WcmWill0057GP,WcmWill0228MH,1,ML,Main Line,Main Line from WcmWill0057GP to WcmWill0228MH,West,WcmWill,COP,SPM,EW,225,2.24,0,0,1.15,1.13,111.5, ,EW,2.65056529040493,6/27/2025 7:01:38 PM
157,10855,31,WcmWill5129ML,WcmWill0368MH,WcmWill0228MH,1,ML,Main Line,Main Line from WcmWill0368MH to WcmWill0228MH,West,WcmWill,COP,SPM,EW,225,3.66,0,0,0.72,0.67,73.2, ,EW,4.33135543661211,6/27/2025 7:01:38 PM
158,10856,31,WcmWill5130ML,WcmWill0373MH,WcmWill0372MH,1,ML,Main Line,Main Line from WcmWill0373MH to WcmWill0372MH,East,WcmWill,COP,SPM,EW,300,8.11,0,0,13.7,13.7,0, ,EW,9.59329011394395,6/27/2025 7:01:38 PM
159,10857,31,WcmWill5131ML,WcmWill0372MH,WcmWill0371MH,1,ML,Main Line,Main Line from WcmWill0372MH to WcmWill0371MH,East,WcmWill,COP,SPM,EW,300,7.12,0,0,13.7,13.7,0, ,EW,8.42061186923954,6/27/2025 7:01:38 PM
160,10858,31,WcmWill5132ML,WcmWill0371MH,WcmWill0558ND,1,ML,Main Line,Main Line from WcmWill0371MH to WcmWill0558ND,East,WcmWill,COP,SPM,RC,300,26.67,0,0,13.69,0,0, ,RC,31.4291104216058,6/27/2025 7:01:38 PM
161,10860,31,WcmWill5134ML,WcmWill0282MH,WcmWill0285MH,1,ML,Main Line,Main Line from WcmWill0282MH to WcmWill0285MH,East,WcmWill,COP,SPM,RC,425,56.28,0,0,14.13,13.4,77, ,RC,66.324131737765,6/27/2025 7:01:38 PM
162,10861,31,WcmWill5135ML,WcmWill0404MH,WcmWill0569ND,1,ML,Main Line,Main Line from WcmWill0404MH to WcmWill0569ND,East,WcmWill,COP,SPM,PVC,150,9.69,0,0,0,0,0, ,PVC,11.4406921561372,6/27/2025 7:01:38 PM
163,10862,31,WcmWill5136ML,WcmWill0316MH,WcmWill0315MH,1,ML,Main Line,Main Line from WcmWill0316MH to WcmWill0315MH,East,WcmWill,COP,SPM,EW,225,6.83,0,0,13,12.91,76, ,EW,8.07280790337372,6/27/2025 7:01:38 PM
164,10863,31,WcmWill5137ML,WcmWill0068GP,WcmWill0316MH,1,ML,Main Line,Main Line from WcmWill0068GP to WcmWill0316MH,East,WcmWill,COP,SPM,EW,225,1.33,0,0,0,13.01,0, ,EW,1.57402085526433,6/27/2025 7:01:38 PM
165,10864,31,WcmWill5138ML,WcmWill0569ND,WcmWill0316MH,1,ML,Main Line,Main Line from WcmWill0569ND to WcmWill0316MH,East,WcmWill,COP,SPM,EW,150,8.64,0,0,0,12.95,0, ,EW,10.1836920786796,6/27/2025 7:01:38 PM
166,10865,31,WcmWill5139ML,WcmWill0375MH,WcmWill0711ND,1,ML,Main Line,Main Line from WcmWill0375MH to WcmWill0711ND,East,WcmWill,COP,SPM,EW,150,1.12,0,0,13.48,0,0, ,EW,1.32438925215941,6/27/2025 7:01:38 PM
167,10866,31,WcmWill5140ML,WcmWill0317MH,WcmWill0341MH,1,ML,Main Line,Main Line from WcmWill0317MH to WcmWill0341MH,East,WcmWill,COP,SPM,EW,300,7.43,0,0,12.71,12.14,13.54, ,EW,8.79376834421082,6/27/2025 7:01:38 PM
168,10867,31,WcmWill5141ML,WcmWill0314MH,WcmWill0317MH,1,ML,Main Line,Main Line from WcmWill0314MH to WcmWill0317MH,East,WcmWill,COP,SPM,RC,300,26.5,0,0,12.81,12.71,265.6, ,RC,31.3378249319472,6/27/2025 7:01:38 PM
169,10868,31,WcmWill5142ML,WcmWill0067GP,WcmWill0314MH,1,ML,Main Line,Main Line from WcmWill0067GP to WcmWill0314MH,East,WcmWill,COP,SPM,PVC,150,1.64,0,0,0,13.13,0, ,PVC,1.94472626912591,6/27/2025 7:01:38 PM
170,10869,31,WcmWill5143ML,WcmWill0069GP,WcmWill0317MH,1,ML,Main Line,Main Line from WcmWill0069GP to WcmWill0317MH,East,WcmWill,COP,SPM,PVC,150,2.72,0,0,0,12.81,0, ,PVC,3.21223160375585,6/27/2025 7:01:38 PM
171,10870,31,WcmWill5144ML,WcmWill0284MH,WcmWill0287MH,1,ML,Main Line,Main Line from WcmWill0284MH to WcmWill0287MH,East,WcmWill,COP,SPM,RC,425,56.28,0,0,0,13.25,0, ,RC,66.3239521863789,6/27/2025 7:01:38 PM
172,10871,31,WcmWill5145ML,WcmWill0374MH,WcmWill0236MH,1,ML,Main Line,Main Line from WcmWill0374MH to WcmWill0236MH,East,WcmWill,COP,SPM,RC,300,11.06,0,0,13,12.92,138.5, ,RC,13.0881759118198,6/27/2025 7:01:38 PM
173,10873,31,WcmWill5147ML,WcmWill0857MH,WcmWill0283MH,1,ML,Main Line,"Main Line from WcmWill0857MH to WcmWill0283MH
",East,WcmWill,COP,SPM,RC,450,19.52,0,0,12.33,12.03,0, ,RC,23.0794923406131,6/27/2025 7:01:38 PM
174,10874,31,WcmWill5148ML,WcmWill0315MH,WcmWill0314MH,1,ML,Main Line,Main Line from WcmWill0315MH to WcmWill0314MH,East,WcmWill,COP,SPM,RC,300,31.27,0,0,12.88,12.81,447.86, ,RC,36.9807996049082,6/27/2025 7:01:38 PM
175,10876,31,WcmWill5150ML,WcmWill0287MH,WcmWill0286MH,1,ML,Main Line,Main Line from WcmWill0287MH to WcmWill0286MH,East,WcmWill,COP,SPM,RC,600,10.43,0,0,13.12,12.9,48, ,RC,12.3019010766077,6/27/2025 7:01:38 PM
176,10877,31,WcmWill5151ML,WcmWill0071GP,WcmWill0287MH,1,ML,Main Line,Main Line from WcmWill0071GP to WcmWill0287MH,East,WcmWill,COP,SPM,PVC,150,2.52,0,0,0,0,0, ,PVC,2.96898240425152,6/27/2025 7:01:38 PM
177,10878,31,WcmWill5152ML,WcmWill0285MH,WcmWill0286MH,1,ML,Main Line,Main Line from WcmWill0285MH to WcmWill0286MH,East,WcmWill,COP,SPM,RC,425,21.08,0,0,13.37,12.99,55.45, ,RC,24.8490580956156,6/27/2025 7:01:38 PM
178,10879,31,WcmWill5153ML,WcmWill0582ND,WcmWill0287MH,1,ML,Main Line,Main Line from WcmWill0582ND to WcmWill0287MH,West,WcmWill,COP,SPM,PVC,100,11.92,0,0,0,14.01,0, ,PVC,14.0541143382965,6/27/2025 7:01:38 PM
179,10880,31,WcmWill5154ML,WcmWill0238MH,WcmWill0715ND,1,ML,Main Line,Main Line from WcmWill0238MH to WcmWill0715ND,West,WcmWill,COP,SPM,EW,150,15.1,0,0,13.19,0,0, ,EW,17.7946709074022,6/27/2025 7:01:38 PM
180,10881,31,WcmWill5155ML,WcmWill0237MH,WcmWill0716ND,1,ML,Main Line,Main Line from WcmWill0237MH to WcmWill0716ND,West,WcmWill,COP,SPM,EW,150,15.33,0,0,12.43,0,0, ,EW,18.0650303149258,6/27/2025 7:01:38 PM
181,10882,31,WcmWill5156ML,WcmWill0286MH,WcmWill0254MH,1,ML,Main Line,Main Line from WcmWill0286MH to WcmWill0254MH,West,WcmWill,COP,SPM,RC,475,19.61,0,0,12.81,12.26,35.35, ,RC,23.1139223589145,6/27/2025 7:01:38 PM
182,10883,31,WcmWill5157ML,WcmWill0583ND,WcmWill0237MH,1,ML,Main Line,Main Line from WcmWill0583ND to WcmWill0237MH,West,WcmWill,COP,SPM,EW,150,11.52,0,0,0,13.54,0, ,EW,13.6223592821415,6/27/2025 7:01:38 PM
183,10884,31,WcmWill5158ML,WcmWill0237MH,WcmWill0238MH,1,ML,Main Line,Main Line from WcmWill0237MH to WcmWill0238MH,West,WcmWill,COP,SPM,EW,150,16.4,0,0,13.5,13.28,77.23, ,EW,19.3982496141913,6/27/2025 7:01:38 PM
184,10885,31,WcmWill5159ML,WcmWill0863GP,WcmWill0862GP,1,ML,Main Line,Main Line from WcmWill0863GP to WcmWill0862GP,East,WcmWill,COP,SPM,RC,525,20.17,0,0,12.02,11.52,39.39, ,RC,23.7693158123327,6/27/2025 7:01:38 PM
185,10886,31,WcmWill5160ML,WcmWill0288MH,WcmWill0289MH,1,ML,Main Line,Main Line from WcmWill0288MH to WcmWill0289MH,West,WcmWill,COP,SPM,RC,375,12.36,0,0,10.93,10.74,82.6, ,RC,14.6252979968368,6/27/2025 7:01:38 PM
186,10887,31,WcmWill5161ML,WcmWill0323MH,WcmWill0239MH,1,ML,Main Line,Main Line from WcmWill0323MH to WcmWill0239MH,West,WcmWill,COP,SPM,RC,525,6.52,0,0,10.79,9.89,0, ,RC,7.6883028985503,6/27/2025 7:01:38 PM
187,10888,31,WcmWill5162ML,WcmWill0074GP,WcmWill0288MH,1,ML,Main Line,Main Line from WcmWill0074GP to WcmWill0288MH,West,WcmWill,COP,SPM,EW,300,3,0,0,0,12.79,0, ,EW,3.54028442306361,6/27/2025 7:01:38 PM
188,10889,31,WcmWill5163ML,WcmWill0290MH,WcmWill0239MH,1,ML,Main Line,Main Line from WcmWill0290MH to WcmWill0239MH,West,WcmWill,COP,SPM,RC,600,5.26,0,0,10.22,10.02,0, ,RC,6.22235623158131,6/27/2025 7:01:38 PM
189,10890,31,WcmWill5164ML,WcmWill0435MH,WcmWill0323MH,1,ML,Main Line,Main Line from WcmWill0435MH to WcmWill0323MH,West,WcmWill,COP,SPM,EW,225,7.79,0,0,0,11.7,0, ,EW,9.21607591528325,6/27/2025 7:01:38 PM
190,10891,31,WcmWill5165ML,WcmWill0378MH,WcmWill0718ND,1,ML,Main Line,Main Line from WcmWill0378MH to WcmWill0718ND,West,WcmWill,COP,SPM,EW,150,3.64,0,0,13.59,0,0, ,EW,4.29244479444037,6/27/2025 7:01:38 PM
191,10892,31,WcmWill5166ML,WcmWill0377MH,WcmWill0347MH,1,ML,Main Line,Main Line from WcmWill0377MH to WcmWill0347MH,West,WcmWill,COP,SPM,EW,225,81.59,0,0,12.86,12.34,156.73, ,EW,96.1588504695818,6/27/2025 7:01:38 PM
192,10893,31,WcmWill5167ML,WcmWill0240MH,WcmWill0254MH,1,ML,Main Line,Main Line from WcmWill0240MH to WcmWill0254MH,West,WcmWill,COP,SPM,EW,225,55.15,0,0,12.84,12.14,78.9, ,EW,64.9921555432647,6/27/2025 7:01:38 PM
193,10894,31,WcmWill5168ML,WcmWill0320MH,WcmWill0347MH,1,ML,Main Line,Main Line from WcmWill0320MH to WcmWill0347MH,West,WcmWill,COP,SPM,RC,225,4.93,0,0,12.97,12.94,0, ,RC,5.83866201498991,6/27/2025 7:01:38 PM
194,10895,31,WcmWill5169ML,WcmWill0347MH,WcmWill0318MH,1,ML,Main Line,Main Line from WcmWill0347MH to WcmWill0318MH,West,WcmWill,COP,SPM,RC,600,2.52,0,0,12.45,12.28,14.53, ,RC,2.97989402789811,6/27/2025 7:01:38 PM
195,10896,31,WcmWill5170ML,WcmWill0318MH,WcmWill0254MH,1,ML,Main Line,Main Line from WcmWill0318MH to WcmWill0254MH,West,WcmWill,COP,SPM,RC,600,6.61,0,0,11.95,11.9,133.6, ,RC,7.8144098758308,6/27/2025 7:01:38 PM
196,10897,31,WcmWill5171ML,WcmWill0586ND,WcmWill0254MH,1,ML,Main Line,Main Line from WcmWill0586ND to WcmWill0254MH,West,WcmWill,COP,SPM,EW,225,5.59,0,0,0,13.03,0, ,EW,6.60043942063814,6/27/2025 7:01:38 PM
197,10898,31,WcmWill5172ML,WcmWill0319MH,WcmWill0318MH,1,ML,Main Line,Main Line from WcmWill0319MH to WcmWill0318MH,West,WcmWill,COP,SPM,RC,525,6.38,0,0,11.88,0,335, ,RC,7.51933299866085,6/27/2025 7:01:38 PM
